0, 0, 25, 0, 25
1, 70, 95, 0, 25
2, 0, 25, 70, 95
3, 70, 95, 70, 95
4, 0, 25, 150, 175
5, 70, 95, 150, 175
6, 0, 25, 220, 245
7, 70, 95, 220, 245
8, 0, 25, 300, 325
9, 70, 95, 300, 325
10, 0, 25, 370, 395
11, 70, 95, 370, 395
12, 0, 25, 450, 475
13, 70, 95, 450, 475
14, 0, 25, 520, 545
15, 70, 95, 520, 545
16, 0, 25, 600, 625
17, 70, 95, 600, 625
18, 0, 25, 670, 695
19, 70, 95, 670, 695
20, 0, 25, 750, 775
21, 70, 95, 750, 775
22, 0, 25, 820, 845
23, 70, 95, 820, 845
24, 0, 25, 900, 925
25, 70, 95, 900, 925
26, 0, 25, 970, 995
27, 70, 95, 970, 995
28, 0, 25, 1050, 1075
29, 70, 95, 1050, 1075
30, 0, 25, 1120, 1145
31, 70, 95, 1120, 1145
32, 0, 25, 1200, 1225
33, 70, 95, 1200, 1225
34, 0, 25, 1270, 1295
35, 70, 95, 1270, 1295
36, 0, 25, 1350, 1375
37, 70, 95, 1350, 1375
38, 0, 25, 1420, 1445
39, 70, 95, 1420, 1445
40, 0, 25, 1500, 1525
41, 70, 95, 1500, 1525
42, 0, 25, 1570, 1595
43, 70, 95, 1570, 1595
44, 0, 25, 1650, 1675
45, 70, 95, 1650, 1675
46, 0, 25, 1720, 1745
47, 70, 95, 1720, 1745
48, 0, 25, 1800, 1825
49, 70, 95, 1800, 1825
50, 0, 25, 1870, 1895
51, 70, 95, 1870, 1895
52, 0, 25, 1950, 1975
53, 70, 95, 1950, 1975
54, 0, 25, 2020, 2045
55, 70, 95, 2020, 2045
56, 0, 25, 2100, 2125
57, 70, 95, 2100, 2125
58, 0, 25, 2170, 2195
59, 70, 95, 2170, 2195
60, 0, 25, 2250, 2275
61, 70, 95, 2250, 2275
62, 0, 25, 2320, 2345
63, 70, 95, 2320, 2345
64, 0, 25, 2400, 2425
65, 70, 95, 2400, 2425
66, 0, 25, 2470, 2495
67, 70, 95, 2470, 2495
68, 0, 25, 2550, 2575
69, 70, 95, 2550, 2575
70, 0, 25, 2620, 2645
71, 70, 95, 2620, 2645
72, 0, 25, 2700, 2725
73, 70, 95, 2700, 2725
74, 0, 25, 2770, 2795
75, 70, 95, 2770, 2795
76, 0, 25, 2850, 2875
77, 70, 95, 2850, 2875
78, 0, 25, 2920, 2945
79, 70, 95, 2920, 2945
80, 0, 25, 3000, 3025
81, 70, 95, 3000, 3025
82, 0, 25, 3070, 3095
83, 70, 95, 3070, 3095
84, 0, 25, 3150, 3175
85, 70, 95, 3150, 3175
86, 0, 25, 3220, 3245
87, 70, 95, 3220, 3245
88, 0, 25, 3300, 3325
89, 70, 95, 3300, 3325
90, 0, 25, 3370, 3395
91, 70, 95, 3370, 3395
92, 0, 25, 3450, 3475
93, 70, 95, 3450, 3475
94, 0, 25, 3520, 3545
95, 70, 95, 3520, 3545
96, 0, 25, 3600, 3625
97, 70, 95, 3600, 3625
98, 0, 25, 3670, 3695
99, 70, 95, 3670, 3695
100, 0, 25, 3750, 3775
101, 70, 95, 3750, 3775
102, 0, 25, 3820, 3845
103, 70, 95, 3820, 3845
104, 0, 25, 3900, 3925
105, 70, 95, 3900, 3925
106, 0, 25, 3970, 3995
107, 70, 95, 3970, 3995
108, 150, 175, 0, 25
109, 220, 245, 0, 25
